"name.list","removal.spring.early","removal.spring.late","removal.fall.early","removal.fall.late"
"756004",4,6,9,11
"756005",4,6,9,11
"756006",4,6,9,11
"756007",4,6,9,11
"756008",4,6,9,11
"757001",4,6,9,11
"757002",4,6,9,11
"757003",4,6,9,11
"757004",4,6,9,11
"758001",4,6,9,11
"758002",4,6,9,11
"758003",4,6,9,11
"758004",4,6,9,11
"758005",4,6,9,11
"758006",4,6,9,11
"758007",4,6,9,11
"758008",4,6,9,11
"758009",4,6,9,11
"758010",4,6,9,11
"758011",4,6,9,11
"759001",4,6,9,11
"760001",4,6,9,11
"760002",4,6,9,11
"760003",4,6,9,11
"760004",4,6,9,11
"760005",4,6,9,11
"761001",4,6,9,11
"761002",4,6,9,11
"761003",4,6,9,11
"762001",4,6,9,11
"762002",4,6,9,11
"762003",4,6,9,11
"762004",4,6,9,11
"762005",4,6,9,11
"763001",4,6,9,11
"763002",4,6,9,11
"763003",4,6,9,11
"763004",4,6,9,11
"763005",4,6,9,11
"763006",4,6,9,11
"763007",4,6,9,11
"763008",4,6,9,11
"763009",4,6,9,11
"763010",4,6,9,11
"763011",4,6,9,11
"764001",4,6,9,11
"764002",4,6,9,11
"764003",4,6,9,11
"764004",4,6,9,11
"764005",4,6,9,11
"765001",4,6,9,11
"765002",4,6,9,11
"765003",4,6,9,11
"765004",4,6,9,11
"765005",4,6,9,11
"765006",4,6,9,11
"765007",4,6,9,11
"765008",4,6,9,11
"765009",4,6,9,11
"766001",4,6,9,11
"766002",4,6,9,11
"766003",4,6,9,11
"766004",4,6,9,11
"766005",4,6,9,11
"766006",4,6,9,11
"766007",4,6,9,11
"766008",4,6,9,11
"766009",4,6,9,11
"766010",4,6,9,11
"767001",4,6,9,11
"767002",4,6,9,11
"767003",4,6,9,11
"767004",4,6,9,11
"767005",4,6,9,11
"767006",4,6,9,11
"767007",4,6,9,11
"767008",4,6,9,11
"767009",4,6,9,11
"767010",4,6,9,11
"767011",4,6,9,11
"767012",4,6,9,11
"767013",4,6,9,11
"767014",4,6,9,11
"767015",4,6,9,11
"768001",4,6,9,11
"768002",4,6,9,11
"769001",4,6,9,11
"769002",4,6,9,11
"769003",4,6,9,11
"769004",4,6,9,11
"769005",4,6,9,11
"770001",4,6,9,11
"770002",4,6,9,11
"770003",4,6,9,11
"770004",4,6,9,11
"770005",4,6,9,11
"770006",4,6,9,11
"770007",4,6,9,11
"770008",4,6,9,11
"770009",4,6,9,11
"770010",4,6,9,11
"771001",4,6,9,11
"771002",4,6,9,11
"771003",4,6,9,11
"771004",4,6,9,11
"771005",4,6,9,11
"771006",4,6,9,11
"771007",4,6,9,11
"771008",4,6,9,11
"772001",4,6,9,11
"772002",4,6,9,11
"773001",4,6,9,11
"773002",4,6,9,11
"773003",4,6,9,11
"773004",4,6,9,11
"773005",4,6,9,11
"773006",4,6,9,11
"773007",4,6,9,11
"773008",4,6,9,11
"773009",4,6,9,11
"774001",4,6,9,11
"774002",4,6,9,11
"774003",4,6,9,11
"774004",4,6,9,11
"775001",4,6,9,11
"775002",4,6,9,11
"775003",4,6,9,11
"775004",4,6,9,11
"776001",4,6,9,11
"776002",4,6,9,11
"776003",4,6,9,11
"776004",4,6,9,11
"776005",4,6,9,11
"777001",4,6,9,11
"777002",4,6,9,11
"777003",4,6,9,11
"778001",4,6,9,11
"779001",4,6,9,11
"779002",4,6,9,11
"780001",4,6,9,11
"780002",4,6,9,11
"780003",4,6,9,11
"780004",4,6,9,11
"780005",4,6,9,11
"780006",4,6,9,11
"781001",4,6,9,11
"781002",4,6,9,11
"781003",4,6,9,11
"781004",4,6,9,11
"781005",4,6,9,11
"781006",4,6,9,11
"781007",4,6,9,11
"781008",4,6,9,11
"781009",4,6,9,11
"782001",4,6,9,11
"782002",4,6,9,11
"782003",4,6,9,11
"782004",4,6,9,11
"782005",4,6,9,11
"782006",4,6,9,11
"782007",4,6,9,11
"782008",4,6,9,11
"782009",4,6,9,11
"782010",4,6,9,11
"782011",4,6,9,11
"782012",4,6,9,11
"782013",4,6,9,11
"782014",4,6,9,11
"782015",4,6,9,11
"782016",4,6,9,11
"782017",4,6,9,11
"783001",4,6,9,11
"783002",4,6,9,11
"783003",4,6,9,11
"784001",4,6,9,11
"784002",4,6,9,11
"784003",4,6,9,11
"784004",4,6,9,11
"784005",4,6,9,11
"784006",4,6,9,11
"785001",4,6,9,11
"785002",4,6,9,11
"786001",4,6,9,11
"786002",4,6,9,11
"786003",4,6,9,11
"786004",4,6,9,11
"786005",4,6,9,11
"786006",4,6,9,11
"786007",4,6,9,11
"787001",4,6,9,11
"787002",4,6,9,11
"787003",4,6,9,11
"787004",4,6,9,11
"788001",4,6,9,11
"788002",4,6,9,11
"789001",4,6,9,11
"789002",4,6,9,11
"789003",4,6,9,11
"789004",4,6,9,11
"789005",4,6,9,11
"789006",4,6,9,11
"789007",4,6,9,11
"789008",4,6,9,11
"789009",4,6,9,11
"790001",4,6,9,11
"790002",4,6,9,11
"790003",4,6,9,11
"791001",4,6,9,11
"791002",4,6,9,11
"791003",4,6,9,11
"792001",4,6,9,11
"792002",4,6,9,11
"792003",4,6,9,11
"792004",4,6,9,11
"792005",4,6,9,11
"792006",4,6,9,11
"792007",4,6,9,11
"792008",4,6,9,11
"792009",4,6,9,11
"792010",4,6,9,11
"793001",4,6,9,11
"793002",4,6,9,11
"793003",4,6,9,11
"793004",4,6,9,11
"793005",4,6,9,11
"793006",4,6,9,11
"793007",4,6,9,11
"793008",4,6,9,11
"793009",4,6,9,11
"793010",4,6,9,11
"793011",4,6,9,11
"793012",4,6,9,11
"793013",4,6,9,11
"793014",4,6,9,11
"793015",4,6,9,11
"793016",4,6,9,11
"793017",4,6,9,11
"794001",4,6,9,11
"794002",4,6,9,11
"794003",4,6,9,11
"794004",4,6,9,11
"795001",4,6,9,11
"795002",4,6,9,11
"795003",4,6,9,11
"795004",4,6,9,11
"795005",4,6,9,11
"796001",4,6,9,11
"796002",4,6,9,11
"796003",4,6,9,11
"796004",4,6,9,11
"796005",4,6,9,11
"797001",4,6,9,11
"797002",4,6,9,11
"797003",4,6,9,11
"797004",4,6,9,11
"798001",4,6,9,11
"798002",4,6,9,11
"798003",4,7,9,11
"798004",4,6,9,11
"798005",4,7,9,11
"798006",4,6,9,11
"798007",4,6,9,11
"798008",4,6,9,11
"798009",4,7,9,11
"798010",4,7,9,11
"798011",5,7,9,10
"799001",5,7,9,10
"800001",4,6,9,11
"800002",5,7,9,11
"800003",4,6,9,11
"800004",4,7,9,11
"800005",4,6,9,11
"800006",5,7,9,10
"800007",5,7,9,10
"801001",5,7,9,11
"801002",5,7,9,11
"802001",4,6,9,11
"802002",4,6,9,11
"802003",4,6,9,11
"803001",4,6,9,11
"803002",4,6,9,11
"803003",4,6,9,11
"803004",4,6,9,11
"803005",4,6,9,11
"803006",4,6,9,11
"803007",4,6,9,11
"803008",4,6,9,11
"803009",4,6,9,11
"804001",4,6,9,11
"804002",4,6,9,11
"804003",4,6,9,11
"804004",4,6,9,11
"805001",4,6,9,11
"805002",4,6,9,11
"805003",4,6,9,11
"805004",4,6,9,11
"805005",4,6,9,11
"805006",4,6,9,11
"805007",4,6,9,11
"805008",4,6,9,11
"806001",4,6,9,11
"806002",4,6,9,11
"806003",4,6,9,11
"806004",4,6,9,11
"806005",4,6,9,11
"806006",4,6,9,11
"806007",4,6,9,11
"806008",4,6,9,11
"806009",4,6,9,11
"806010",4,6,9,11
"806011",4,6,9,11
"806012",4,6,9,11
"807001",4,6,9,11
"807002",4,6,9,11
"807003",4,6,9,11
"807004",4,6,9,11
"807005",4,6,9,11
"807006",4,6,9,11
"807007",4,6,9,11
"808001",4,6,9,11
"808002",4,6,9,11
"808003",4,6,9,11
"808004",4,6,9,11
"808005",4,6,9,11
"808006",4,6,9,11
"808007",4,6,9,11
"808008",4,6,9,11
"808009",4,6,9,11
"808010",4,6,9,11
"808011",4,6,9,11
"808012",4,6,9,11
"808013",4,6,9,11
"808014",4,6,9,11
"808015",4,6,9,11
"808016",4,6,9,11
"808017",4,6,9,11
"809001",4,6,9,11
"809002",4,6,9,11
"809003",4,6,9,11
"809004",4,6,9,11
"809005",4,6,9,11
"809006",4,6,9,11
"809007",4,6,9,11
"809008",4,6,9,11
"809009",4,6,9,11
"809010",4,6,9,11
"809011",4,6,9,11
"809012",4,6,9,11
"809013",4,6,9,11
"809014",4,6,9,11
"809015",4,6,9,11
"809016",4,6,9,11
"809017",4,6,9,11
"809018",4,6,9,11
"809019",4,6,9,11
"809020",4,6,9,11
"809021",4,6,9,11
"810001",4,6,9,11
"810002",4,6,9,11
"810003",4,6,9,11
"811001",4,6,9,11
"811002",4,6,9,11
"811003",4,6,9,11
"812001",4,6,9,11
"812002",4,6,9,11
"812003",4,6,9,11
"812004",4,6,9,11
"812005",4,6,9,11
"812006",4,6,9,11
"812007",4,6,9,11
"812008",4,6,9,11
"812009",4,6,9,11
"812010",4,6,9,11
"812011",4,6,9,11
"812012",4,6,9,11
"813001",4,6,9,11
"813002",4,6,9,11
"813003",4,6,9,11
"813004",4,6,9,11
"813005",4,6,9,11
"813006",4,6,9,11
"813007",4,6,9,11
"813008",4,6,9,11
"813009",4,6,9,11
"814001",4,6,9,11
"814002",4,6,9,11
"814003",4,6,9,11
"814004",4,6,9,11
"814005",4,6,9,11
"814006",4,6,9,11
"815001",4,6,9,11
"815002",4,6,9,11
"815003",4,6,9,11
"815004",4,6,9,11
"815005",4,6,9,11
"815006",4,6,9,11
"815007",4,6,9,11
"815008",4,6,9,11
"816001",4,6,9,11
"816002",4,6,9,11
"816003",4,6,9,11
"816004",4,6,9,11
"816005",4,6,9,11
"816006",4,6,9,11
"816007",4,6,9,11
"816008",4,6,9,11
"816009",4,6,9,11
"816010",4,6,9,11
"816011",4,6,9,11
"816012",4,6,9,11
"816013",4,6,9,11
"816014",4,6,9,11
"816015",4,6,9,11
"816016",4,6,9,11
"816017",4,6,9,11
"816018",4,6,9,11
"816019",4,6,9,11
"816020",4,6,9,11
"817001",4,6,9,11
"817002",4,6,9,11
"817003",4,6,9,11
"818001",4,6,9,11
"818002",4,6,9,11
"818003",4,6,9,11
"818004",4,6,9,11
"818005",4,6,9,11
"818006",4,6,9,11
"819001",4,6,9,11
"819002",4,6,9,11
"820001",4,6,9,11
"820002",4,6,9,11
"820003",4,6,9,11
"820004",4,6,9,11
"820005",4,6,9,11
"821001",4,6,9,11
"821002",4,6,9,11
"821003",4,6,9,11
"821004",4,6,9,11
"821005",4,6,9,11
"821006",4,6,9,11
"821007",4,6,9,11
"821008",4,6,9,11
"821009",4,6,9,11
"822001",4,6,9,11
"822002",4,6,9,11
"822003",4,6,9,11
"822004",4,6,9,11
"822005",4,6,9,11
"822006",4,6,9,11
"822007",4,6,9,11
"823001",4,6,9,11
"823002",4,6,9,11
"823003",4,6,9,11
"823004",4,6,9,11
"823005",4,6,9,11
"823006",4,6,9,11
"823007",4,6,9,11
"823008",4,6,9,11
"824001",4,6,9,11
"824002",4,6,9,11
"824003",4,6,9,11
"824004",4,6,9,11
"824005",4,6,9,11
"824006",4,6,9,11
"824007",4,6,9,11
"824008",4,6,9,11
"825001",4,6,9,11
"825002",4,6,9,11
"825003",4,6,9,11
"825004",4,6,9,11
"825005",4,6,9,11
"825006",4,6,9,11
"825007",4,6,9,11
"825008",4,6,9,11
"825009",4,6,9,11
"825010",4,6,9,11
"825011",4,6,9,11
"825012",4,6,9,11
"825013",4,6,9,11
"825014",4,6,9,11
"825015",4,6,9,11
"825016",4,6,9,11
"825017",4,6,9,11
"826001",4,6,9,11
"826002",4,6,9,11
"826003",4,6,9,11
"826004",4,6,9,11
"826005",4,6,9,11
"826006",4,6,9,11
"826007",4,6,9,11
"826008",4,6,9,11
"826009",4,6,9,11
"826010",4,6,9,11
"826011",4,6,9,11
"826012",4,6,9,11
"826013",4,6,9,11
"826014",4,6,9,11
"826015",4,6,9,11
"826016",4,6,9,11
"826017",4,6,9,11
"826018",4,6,9,11
"826019",4,6,9,11
"826020",4,6,9,11
"826021",4,6,9,11
"826022",4,6,9,11
"826023",4,6,9,11
"826024",4,6,9,11
"826025",4,6,9,11
"827001",4,6,9,11
"827002",4,6,9,11
"827003",4,6,9,11
"827004",4,6,9,11
"827005",4,6,9,11
"827006",4,6,9,11
"828001",4,6,9,11
"828002",4,6,9,11
"828003",4,6,9,11
"828004",4,6,9,11
"828005",4,6,9,11
"828006",4,6,9,11
"828007",4,6,9,11
"828008",4,6,9,11
"828009",4,6,9,11
"828010",4,6,9,11
"828011",4,6,9,11
"828012",4,6,9,11
"828013",4,6,9,11
"828014",4,6,9,11
"828015",4,6,9,11
"828016",4,6,9,11
"828017",4,6,9,11
"828018",4,6,9,11
"828019",4,6,9,11
"828020",4,6,9,11
"828021",4,6,9,11
"829001",4,6,9,11
"829002",4,6,9,11
"829003",4,6,9,11
"829004",4,6,9,11
"829005",4,6,9,11
"830001",4,6,9,11
"830002",4,6,9,11
"830003",4,6,9,11
"830004",4,6,9,11
"830005",4,6,9,11
"830006",4,6,9,11
"830007",4,6,9,11
"830008",4,6,9,11
"830009",4,6,9,11
"830010",4,6,9,11
"830011",4,6,9,11
"830012",4,6,9,11
"830013",4,6,9,11
"830014",4,6,9,11
"830015",4,6,9,11
"830016",4,6,9,11
"830017",4,6,9,11
"830018",4,6,9,11
"830019",4,6,9,11
"830020",4,6,9,11
"830021",4,6,9,11
"830022",4,6,9,11
"831001",4,6,9,11
"831002",4,6,9,11
"831003",4,6,9,11
"832001",4,6,9,11
"832002",4,6,9,11
"832003",4,6,9,11
"832004",4,6,9,11
"832005",4,6,9,11
"832006",4,6,9,11
"832007",4,6,9,11
"832008",4,6,9,11
"832009",4,6,9,11
"832010",4,6,9,11
"832011",4,6,9,11
"832012",4,6,9,11
"832013",4,6,9,11
"832014",4,6,9,11
"832015",4,6,9,11
"832016",4,6,9,11
"832017",4,6,9,11
"832018",4,6,9,11
"832019",4,6,9,11
"832020",4,6,9,11
"832021",4,6,9,11
"833001",4,6,9,11
"833002",4,6,9,11
"833003",4,6,9,11
"833004",4,6,9,11
"833005",4,6,9,11
"833006",4,6,9,11
"833007",4,6,9,11
"833008",4,6,9,11
"833009",4,6,9,11
"833010",4,6,9,11
"833011",4,6,9,11
"834001",4,6,9,11
"834002",4,6,9,11
"834003",4,6,9,11
"834004",4,6,9,11
"835001",4,6,9,11
"836001",4,6,9,11
"837001",4,6,9,11
"837002",4,6,9,11
"837003",4,6,9,11
"837004",4,6,9,11
"837005",4,6,9,11
"838001",4,6,9,11
"838002",4,6,9,11
"838003",4,6,9,11
"838004",4,6,9,11
"838005",4,6,9,11
"838006",4,6,9,11
"838007",4,6,9,11
"838008",4,6,9,11
"838009",4,6,9,11
"838010",4,6,9,11
"838011",4,6,9,11
"838012",4,6,9,11
"838013",4,6,9,11
"838014",4,6,9,11
"838015",4,6,9,11
"838016",4,6,9,11
"838017",4,6,9,11
"839001",4,6,9,11
"839002",4,6,9,11
"840001",4,6,9,11
"840002",4,6,9,11
"840003",4,6,9,11
"841001",4,6,9,11
"841002",4,6,9,11
"843001",4,6,9,11
"843002",4,6,9,11
"843003",4,6,9,11
"843004",4,6,9,11
"844001",4,6,9,11
"844002",4,6,9,11
"844003",4,6,9,11
"846001",4,6,9,11
"846002",4,6,9,11
"846003",4,6,9,11
"846004",4,6,9,11
"846005",4,6,9,11
"847001",4,6,9,11
"847002",4,6,9,11
"847003",4,6,9,11
"848001",4,6,9,11
"848002",4,6,9,11
"849001",4,6,9,11
"849002",4,6,9,11
"849003",4,6,9,11
"849004",4,6,9,11
"849005",4,6,9,11
"849006",4,6,9,11
"849007",4,6,9,11
"849008",4,6,9,11
"849009",4,6,9,11
"849010",4,6,9,11
"850001",4,6,9,11
"850002",4,6,9,11
"850003",4,6,9,11
"850004",4,6,9,11
"850005",4,6,9,11
"851001",4,6,9,11
"851002",4,6,9,11
"851003",4,6,9,11
"852001",4,6,9,11
"852002",4,6,9,11
"852003",4,6,9,11
"852004",4,6,9,11
"852005",4,6,9,11
"853001",4,6,9,11
"854001",4,6,9,11
"854002",4,6,9,11
"855001",4,6,9,11
"855002",4,6,9,11
"940015",5,7,9,10
"940020",5,7,9,10
"940025",5,7,9,10
"943007",4,7,10,11
"944020",5,7,9,10
"944022",5,7,9,10
"944024",5,7,9,10
"944027",5,7,9,10
"944029",5,7,9,10
"944031",5,7,9,10
"944040",5,7,9,10
"948004",5,7,9,11
"950010",5,7,9,10
"950016",5,7,9,10
"950034",4,7,10,11
"955001",4,7,10,11
"955026",4,7,10,11
"955029",4,6,10,11
"955030",4,6,10,11
"955040",4,6,10,11
"955042",4,6,10,11
"956002",4,7,10,11
"956003",4,6,10,11
"956004",4,6,10,11
"956005",4,6,10,11
"956006",4,6,10,11
"956007",4,6,10,11
"956009",4,6,10,11
"956010",4,6,10,11
"956012",4,6,10,11
"956013",4,6,10,11
"956014",4,6,10,11
"956015",4,6,10,11
"956016",4,6,10,11
"956017",4,6,10,11
"956018",4,6,10,11
"956019",4,6,10,11
"956020",4,6,10,11
"956021",4,6,10,11
"956022",4,6,10,11
"956023",4,6,10,11
"956024",4,6,10,11
"956025",4,6,10,11
"956026",4,6,10,11
"956027",4,6,10,11
"956028",4,6,10,11
"957001",4,7,10,11
"957002",4,7,10,11
"957003",4,7,10,11
"957008",4,6,10,11
"957011",4,6,10,11
"957012",4,6,10,11
"957014",4,6,10,11
"957015",4,6,10,11
"957017",4,6,10,11
"957018",4,6,10,11
"958003",4,6,10,11
"958008",4,7,10,11
"958010",4,7,10,11
"958011",4,6,10,11
"959002",4,6,10,11
"959003",4,6,10,11
"959004",4,6,10,11
"959005",4,6,10,11
"959006",4,6,10,11
"959007",4,6,10,11
"959008",4,6,10,11
"959009",4,6,10,11
"959010",4,6,10,11
"959011",4,6,10,11
"959012",4,6,10,11
"959013",4,6,10,11
"959014",4,6,10,11
"959015",4,6,10,11
"959016",4,7,10,11
"959017",4,7,10,11
"959018",4,7,10,11
"959019",4,7,10,11
"959020",4,7,10,11
"959022",4,7,10,11
"959023",4,7,10,11
"959024",4,7,10,11
"959025",4,7,10,11
"959026",4,7,10,11
"959028",4,7,10,11
"9593001",4,7,9,10
"9593002",4,7,9,10
"960001",4,7,10,11
"9607001",4,7,9,10
"9609001",4,7,9,10
"9609002",4,7,9,10
"9609003",4,7,9,10
"9609005",4,6,9,10
"962011",5,7,9,10
"9687001",4,6,9,10
"9687002",4,6,9,10
"9687003",4,6,9,10
"9687004",4,6,9,10
"9687005",4,6,9,10
"9687006",4,6,9,10
"9687007",4,6,9,10
"9687008",4,6,9,10
"9687009",4,6,9,10
"9687010",4,6,9,10
"9687011",4,6,9,10
"969007",5,7,9,10
"971001",5,7,9,10
"971002",5,7,9,10
"972001",5,7,9,10
"972002",5,7,9,10
"972003",5,7,9,10
"972004",5,7,9,10
"972005",5,7,9,10
"972006",5,7,9,10
"972008",5,7,9,10
"972010",5,7,9,10
"972014",5,7,9,10
"972017",5,7,9,10
"972018",5,7,9,10
"972022",5,7,9,10
"972023",5,7,9,10
"972026",5,7,9,10
"972028",5,7,9,10
"972029",5,7,9,10
"972033",5,7,9,10
"972034",5,7,9,10
"974022",4,7,9,10
"974026",4,7,9,10
"974027",4,7,9,10
"974030",5,7,9,10
"974035",5,7,9,10
"974036",5,7,9,10
"974038",5,7,9,10
"974040",5,7,9,11
"974042",5,7,9,11
"975004",5,7,9,10
"976001",5,7,9,11
"976002",5,7,9,11
"976004",4,7,9,11
"976005",4,7,9,11
"976006",4,7,9,11
"976007",5,7,9,10
"976008",5,7,9,10
"976009",4,7,9,11
"976011",5,7,9,10
"976012",5,7,9,11
"976013",5,7,9,11
"976014",5,7,9,10
"976015",5,7,9,10
"976016",5,7,9,11
"976017",5,7,9,11
"977001",5,7,9,10
"977006",5,7,9,10
"977010",5,7,9,10
"977016",5,7,9,10
"977026",5,7,9,11
"978001",5,7,9,11
"978002",4,7,9,11
"978003",4,7,9,11
"978004",4,7,9,11
"978006",4,7,9,11
"978007",4,7,9,11
"978008",5,7,9,11
"978009",4,7,9,11
"978010",4,7,9,11
"978012",4,7,9,11
"978014",5,7,9,11
"978020",5,7,9,11
"978022",5,7,9,11
"978023",5,7,9,11
"978025",5,7,9,11
"978026",5,7,9,11
"978027",5,7,9,11
"978028",5,7,9,11
"978029",5,7,9,11
"978030",5,7,9,11
"978031",5,7,9,11
"978032",5,7,9,11
"9787001",4,6,9,11
"9787002",4,6,9,11
"9787003",4,6,9,11
"9787004",4,6,9,11
"979001",5,7,9,11
"979002",5,7,9,11
"979003",5,7,9,11
"979004",5,7,9,11
"979005",5,7,9,11
"979006",5,7,9,11
"979007",5,7,9,11
"979008",5,7,9,11
"979009",5,7,9,11
"979010",5,7,9,11
"980051",5,7,9,10
"981011",5,7,9,10
"981012",5,7,9,10
"981014",5,7,9,10
"982006",5,7,9,10
"982008",5,7,9,10
"982010",5,7,9,10
"982013",5,7,9,10
"982016",5,7,9,10
"982017",5,7,9,10
"982019",5,7,9,10
"982020",5,7,9,10
"982021",5,7,9,10
"982022",5,7,9,10
"982024",5,7,9,10
"982025",5,7,9,10
"982026",5,7,9,10
"982027",5,7,9,10
"982028",5,7,9,10
"982029",5,7,9,10
"982030",4,7,9,10
"982033",5,7,9,10
"982034",5,7,9,10
"982035",5,7,9,10
"982036",5,7,9,10
"982037",4,7,9,10
"982038",5,7,9,10
"982039",4,7,9,10
"982040",5,7,9,10
"982041",5,7,9,10
"982042",5,7,9,10
"982043",5,7,9,11
"982044",5,7,9,11
"982045",5,7,9,11
"982046",5,7,9,10
"982047",5,7,9,11
"982048",5,7,9,11
"982049",5,7,9,11
"982050",5,7,9,11
"982051",5,7,9,11
"982052",5,7,9,11
"982054",5,7,9,11
"987005",5,7,9,10
"987010",5,7,9,10
"987019",5,7,9,10
"988001",5,7,9,10
"988009",5,7,9,10
"988012",4,7,9,11
"988014",5,7,9,10
"988015",4,7,9,11
"988016",5,7,9,10
"988018",5,7,9,10
"988019",5,7,9,10
"990002",5,7,9,10
"990003",5,7,9,10
"990007",5,7,9,10
"990013",5,7,9,10
"990015",5,7,9,10
"990016",5,7,9,10
"990020",5,7,9,10
"990022",5,7,9,10
"990023",5,7,9,10
"990031",5,7,9,10
"991001",5,7,9,10
"991002",5,7,9,11
"991003",5,7,9,10
"991004",5,7,9,10
"991005",5,7,9,11
"991006",5,7,9,10
"991011",5,7,9,11
"991012",5,7,9,11
"991013",5,7,9,10
"991014",5,7,9,11
"992002",5,7,9,10
"995006",5,7,9,10
"995024",5,7,9,10
